reviewId,content,score
81e82d58-c548-4fa0-adb3-7020b3a97be3,Netflix is help full,3
e6d0e3de-cee1-45d6-83c5-e40afa05826e,"I decided to rejoin because there were some shows that I wanted to watch and the Standard with Add a plan seemed like a good value. I don't mind the adds. Unfortunately, what they didn't mention on the plan breakdown page is that you can't cast from your phone to a Chromecast with the Standard with Adds plan. If I had known that from the start I wouldn't have bothered rejoining. I will be cancelling after the month is up.",1
573d7f3a-9e78-48ce-8ab6-078731b6e35f,👍🏼👍🏼👍🏼,5
a9bef7c8-9873-420e-af93-1086a478242c,Dino 🦖 fury,5
fc2c6ce4-47e9-4218-ae7d-833cebe1e2a8,Just wish there was more anime options,3
7d0f4499-621b-4e34-a936-826661c884e6,Remove Adipurush from your site or get backlash from Sanatani. If you wanna add then add Ramayan old version.,1
b176fb31-0311-4252-8e76-0a26979d3755,"Worst streaming service, anti-consumer, save your money and choose Disney +",1
79add750-c01e-475c-8f0e-69ee682d5148,I love this app i can watch all of the comedy and also henry danger,5
524dd1b4-6158-47f4-bdb6-bcbffa8097f8,"I am very, VERY impressed with how far Netflix has come. However, I do hope the price will become a bit more competitive with other video streaming apps.",4
1688e446-f4e1-4a68-9066-6116d230c6e7,Bad app every time ban my account 😑 this time ban again bc people they just need money and didn't give back my money 😤,1
fdf75b04-01d7-44ef-adfe-a8ae422feeba,Very bad experience,1
fb1a31da-6e29-4f1b-84bc-676573d0a53a,Why are we paying so much for old movies and 4 part docs that are all the same,1
0872cb99-5f2c-476c-bd03-b0f910b37f03,My all over experience was great with Netflix but recently I tried changing my Subscription plan and I'm unable to do so.. can you please help,4
284ae34c-ecb0-4f43-ae65-de56bce44167,On Tim app no problem at all,5
6d792540-a545-4686-be15-5e6d017d1483,The app icon does not show on my phone.,4
b2afb011-9be8-4cf9-a7f5-46a373343e90,I like🙂🙂🙂🙂🙂,5
d2802772-99d2-4e1b-9800-063959745a1c,Very pleased with it,5
bf66e607-1e1b-4125-b5c9-7b78c27cb71a,"The most greedy app EVER. Cancel your netflix and go to yes movies or 123 movies. Greedy bastards have taken over, and they want to charge you. Hope ALL your clients cancel and the business goes down in flames.",1
aff9956b-ea80-4cb2-b6d8-d6ffd2d38171,latest version so unfriendly,1
eaef1055-b401-49e2-bb44-e18ca764ac1c,This application is too awesome,5
ab82e3db-97c0-4ee9-9c79-8fbf530016ca,"I have been using Netflix for a while and it was great. But I don't know if it's an upgrade or anything like that, but I can't log in. I keep getting logged out, and when I try to login it tells me incorrect password. What's going on?",3
b3719ac2-1d4a-4076-9f0d-7c67a902406a,Great app,2
54138c87-9613-4ac8-9aa7-796907c14069,App brightness is always on max and there is no way to change it.,1
d88f4df1-092b-4635-a632-d14462ff2ca7,I am canceling my subscription until there is an option to hide your stupid mobile apps category. I am paying to watch TV shows and movies not see your stupid app selection I have Google Play for that.,1
fcc8fcc8-090a-4af7-83db-70732d70c7b7,Good,5
ffda6905-4c9d-4ab6-9475-fbc1b8c756d4,Bad,5
2b38e6b9-0bfd-4d5e-8d48-d7f02fc5c0a7,The best so far although they should introduce an app for macbook,5
90ae1ed9-3115-4ebb-a659-95ada5934bed,Great,5
f9b45bc1-725a-4b6b-a86f-597caa8941e6,"Such a pain in the foot to cast to Chromecast dongle. Only app on my phone not working, keep sending an error code. Useless",1
c2cfffde-16a1-453d-ae8a-c188d37d82b2,Very nice OTT application happy 😊,3
ad207807-57f9-433e-a85e-2a2b2d1aa204,Some movies on My List are listed twice.,4
5711711c-aca2-4723-a23d-8db66cc04849,"The service used to be great: lots of great movies and shows, but it feels like it's been going downhill lately. And the stupid ""Are you still there?"" notification is really annoying. Yes, Netflix, I am still here.",3
35d8df24-3178-416c-8896-319905f16113,"Excellent, unique and useful app. I am an old subscriber of this service. Subscribed for one month.",5
1ecc4aec-e0ad-44a1-9081-6a2f22951016,So sweet,5
e55209bb-4ca4-46e0-b2d9-6c51ffdd407f,Good,5
693dc4af-bbe5-437c-9f50-c96f6395dc88,I couldn't see the rest of my watch list as it is always stuck at a loading sign after scrolling through some of my watch list and i hope it can get fixed,1
183aedc4-81b8-4663-b745-438f347baab0,Ganduao phone ya email Dal Kar registration krvayon Jyada gyan Mt dalo bs,1
6f0efe8a-b8c3-46e5-ac91-e223faae34f5,"I need response from the developer ASAP , while signing, it is saying we just sent an email to the email address , but I didn't get any mail from Netflix, and wrost part is I am still struck in the login page from last 20 days ......",1
79074cc2-7249-4aba-a6dc-d9a532e05d10,Cool app. It Got my favorite movies.,5
77ca0f4f-8f87-4567-872b-1e63a8295ded,5 y47 we M880 m b uu .8l up 8 I 8i I 8v?v4,2
784dfdcd-f3c6-4896-8d38-b05b92050b8f,"No sé qué les está pasando pero ya no deja que otros familiares vean Netflix porque no pertenecen al hogar. Eso es absurdo, y también ahora hay que pagar para que un miembro de la familia que vive en otro lado, pueda ver Netflix. Solo por sacar más dinero hacen lo que sea. En vez de estar mejorando, están empeorando",1
99269c00-1101-44a1-b752-18e7af5ce255,I just watch it all the time! 💪👁👄👁🤳 🦵 🦵,4
fc5eee24-0b7f-4ac6-be3e-48d9de794969,"Very good experience and most exciting, enjoying, charming and all fun embedded in this app Superb performance 👍",5
3cf0f25a-b30f-41cd-ae40-dc5327a7037e,"I am watching it since last more than a year, but now their content is over, not going to renew my subscription.",1
b6a00fa1-92cf-4d98-8679-f26d25f9fcac,Way too expensive and full of wokeness,1
e0e5e5d2-e0b7-4986-8cf6-57b5814393bc,The Mobile app on Android device isn't working.,1
1bbf53e9-d36c-4148-abf1-ae1dc54ff19e,Tha app not supported on internet it was soo bad,1
9c40891f-f45e-471b-927a-7cfccbf754ce,He give me fun,4
c46eba28-d123-4d1a-9640-cd00c5efe863,Nice App,5
39a68baa-0f65-4e6f-ad99-b068170ea7df,I want to see bobi the poples president,5
12cdf14e-20ae-42ea-a32a-217e3eff79b1,Definitely not going,4
9e4cf90d-11e4-4cf8-871f-dcb56f8d6b74,How amazing,5
de0457a5-ebb5-4d87-8cb6-b7aef423f816,I download and watch content offline 😌,5
ef2b7a4c-10d7-4a13-b33d-d96d65d4dc5e,Or way for no star......No use of it....rather all we are having in Disney Hotstar at a cheap rate....,1
17e23644-f6b3-4300-8b13-b7fa6aa63adb,Akhil,5
eb606905-d612-4c82-be86-9f2544ca0541,Honestly just a scam at this point. They removed all the good movies and raised prices. They even removed Friday.,1
b0e1182f-b052-4d07-835d-4226164df3c1,A class application for 🕸️ series,5
442dc318-f5f9-4ce4-8b87-1ff7a0397256,It is really good platform for entertainment. But I need more Hindi dubbed k drama .,4
0b02018d-b779-46ca-86cc-0fcbd2f0f6db,Why default playback becomes SD quality always??? Coming Soon section must be in ascending date order. Indian movies collection is very poor. Need more regional movies in India specially Bengali movies as there's very limited collection.,3
94676a4e-c64e-428c-90b7-421916109b22,This world best app,5
64ce9626-1ebb-4c30-ad83-d02ab3fa42c1,Excellent,5
9f2b30c1-7bb1-4333-b4ca-ca18df20b406,It's really good and has good things to watch and it works nicely.,5
304d0504-682d-468d-b01c-e4084617e262,Love you 🤟,5
9a892c6c-89db-425c-ae55-138a9e0911f1,"Deje netflix. Aku rasa aku list kan movie lain, apesal bnyk sex movie yang naik. Anak aku dah tertengok gambar2 yang tak sepatutnya sebab 3 4 row sex movie je dia naik. Apa function list movie tu actually?? Please la, aku bayar okay!",1
84fc8964-4a45-4475-9465-0a4e559b38b0,Excellence,5
f32e5243-487f-41db-9ea1-83a1d761d34e,I can't Uninstall! WRONG!,1
45e989a5-7ff4-47c5-a613-c8db9f28a08d,Nice movi app..,5
37d7fcc4-a271-4ba8-bdd3-5637bed4ac5d,Worst just lagging and not responding,1
cf5a1c6b-57c7-46bc-848c-067b5fe1d97c,It is good,5
db9d0e5b-5bba-4899-b440-2cd333ba1e83,Good,5
a3d1cb01-a864-447a-a464-e1b8bd0913e0,Easy,5
8d988f72-c6ae-4e14-adae-8d1ec849205c,Very 👍,5
812d47d2-f00f-4377-8a3e-7a403391bb50,Love Netflix.,5
d36507b6-f71d-44d0-86b5-4db452080d77,it's amazing,5
12792b65-f71a-4e6e-97f3-c4eae13cfaac,"Can you please provide a zoom in option for content on Netflix tv app , it has those big bars 🫠 also if possible you can add video playback speed option just like mobile on tv app",4
36baa043-5932-4346-885f-36682301fe49,Sirra,5
628b8bb1-c237-4a73-91d1-d7ba973b4e46,Same content doesnt offer any new stuff to wacth,2
ee8ce33a-bbd1-4ee0-83f7-7d6d78f221ec,Kayla Kwadau,5
8d97e64a-a7d0-4d95-94f7-b7a20aef2403,👎,5
78f65003-9305-4628-abab-d76981385380,Mahaswarao.h,5
4305b7da-cffd-4852-bb7c-e56b57c5864b,Amazing platform for intertenmet .,5
3325f4b1-9408-49b7-9031-0095c82684fe,SRa,1
098aafc4-349f-4e4b-b158-4f62459a1219,I really wanted this subscription for so long but having issues on payments option.now I have an international debit card I have buyed Netflix subscription for 1sr time and i will continue it in future.,5
a0df13b9-63de-48e1-aa06-5e70a8ab420d,Very good,5
24f8fd90-c7bd-46ec-b20d-cbd5ebb3cb76,Nice but i need 2x speed plz update 2×,5
4d4fc0a0-d834-40a1-a6be-890bad2453f8,it wos loser apply,1
0cd008c8-13eb-49b2-95e6-8b79a21d0d0e,Overall good experience but sometimes difficult to find hindi language,5
44144a78-8195-4e8b-9b86-82967654efc1,it is good,5
24c64330-b324-4d9e-b4b6-531282f63d99,Nice 👍👍👍👍 I cannot believe how nice it is,5
c6def206-db8d-40ab-b041-a4430d151684,"Can't see my downloads. I know you moved them, but the don't show up",1
a8dffdec-f116-4112-952d-3fa97cc003d5,I go to NETFLIX every day if I'm not on live TV,5
4b96a999-ebf0-4da1-991b-a4c829223051,Ok thank you,4
c605c274-5d9a-418f-9ade-f1fdd98db13f,auto recharge is applicable in this app so we have careful on these things,1
9d03a55c-d052-49c4-9093-47c7ffc976cc,Good movies not found easily,2
a2736e8d-c591-4cae-892e-cc597f0c88cb,I love this app,5
c4e6091e-513d-4534-869f-c5cc9368f736,Excellent thanks,5
fd1afcac-4687-4faf-a44f-bec382b2a481,Beegxxx,5
2a6c0a86-f6a6-417b-9b21-42e2bd6cfd8f,This app has been good from start. But all of a sudden it deleted from my phone and it refuse to download again it kept stopping I'm just tired of this,1
c97c20c5-b608-4145-9f93-b283499459a2,"good movies to watch. love the anime, horror, romance specially action.😊 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",5
1f97884a-cac7-4447-aa2f-7b9928c5085a,Good,5
29eb839c-5acf-460b-b0af-15e42d717cf3,This jumped $10 in a month . And as the USA to Australian dollar rate it's going to is so bad I am deleting it... ... they say the conversion will only get worse... This will impact many places for Australian to buy amareican Very sad to do it,1
8e904714-ff75-4581-a1fc-40cb4d0d4dfd,Good mode and good sea,5
4fa9e48c-d305-40e1-b6b5-a844df8c9a21,This app keep stopping in my phone.. it is not really working normal,1
5de680aa-6a2b-4506-b166-8a691be24f72,Nice app,1
bb3df245-c581-4a94-8cc5-9f625eba1a7c,Please upload Alvin and the Chipmunks season 5,5
fc356407-8ea1-4577-9f29-a5aef58a0d18,So much fun running around the go and you need to watch something,5
67abfc75-0d86-4cfa-8017-cf3582232e0f,"I reall really love netflix but the one thing it is missing is the addition of legendar movie collections like lord of the rings, harry potter, and more...",4
56bbe4cf-8cfc-4ada-b773-46ed3aa85a6b,چرا برای من بالا نمی یاد,1
f86c041e-2f35-4c0b-b1c5-397993635653,Dub in hindi,1
37f149cb-0c0a-44f9-b54b-acdb6e98e075,Kenapa tidak dapat laggan guna digi ni?,1
ac1ec331-a3e2-4714-b825-0988d1576ceb,To download the different kind of software,3
1eb0e931-a377-440c-ac5c-54d51f656155,Can't cast from app and no option to view from Web,1
9ebf5f86-b181-42a0-a212-f23baa8e7c9f,Okays,4
70f4530d-7866-4e78-ac76-272704d111ba,Wnl mmu to u him I III nn uh yeah uh 😍,4
164c0745-78d3-4224-949e-74dd214015e6,The best app to watch movies!,5
364fc288-e345-4688-b8e5-781cc29ed954,𝕋𝕙𝕖𝕣𝕖 𝕚𝕤 𝕟𝕠 𝕠𝕡𝕥𝕚𝕠𝕟 𝕥𝕠 𝕔𝕙𝕒𝕟𝕘𝕖 𝕝𝕒𝕟𝕘𝕦𝕒𝕘𝕖 𝕙𝕖𝕣𝕖(𝕕𝕚𝕤𝕒𝕡𝕡𝕠𝕚𝕟𝕥𝕞𝕖𝕟𝕥),2
146584e1-1c9b-4a87-a596-273b9e012957,Wonderful,5
be8a8ce8-3605-4504-b19a-7ee3b9b828e4,"T23yeey later driver we p rlkk23t.r 4e3r..he e,4ř zz",5
69dac4d2-898c-44f2-8dfd-9036085f5f19,Tink you,5
2b5ad088-fe2f-4cf1-b0ae-a6f3bfdf07b8,It'd be 5 if I could figure out how to get rid of the play something button that's constantly in the way. And the screen brightness does not go down it stays so bright on pixel 7,1
9f53821d-92f1-4fc2-a002-806a7596268b,So so,3
b2e6bcaa-dde0-4047-95ce-6e2f82b7faba,Good,5
6849b90f-e99a-468c-aeea-e9f4a4302551,#1200 was deducted from my acct yesterday night for payment and it has ñot reflect on the acct. Pls check and return my money asap.,1
f1b867f4-504c-429d-bb0f-85467b2cdc78,I am loving Netflix one show in particular The Bureau Of Magical Things is AMAZING I am obsessed great work!,5
1dd2dd3d-7598-4071-8b5d-1622cb6da540,"It has sub-par movies and shows. Plus, it's crazy expensive. It's not worth it. Go get Peacock it has a bunch of awesome shows, and it's affordable.",1
a1a7d6b7-20a7-43f7-bf7b-7fba3f211d2f,Good,5
ba7fe81a-1ecc-4339-9860-54766277ddd2,When new UI is going to launch? The one with 'My Netflix ' tab? Showcased in August but still the new UI is not available for Android users. Why so?,1
0ab2d2bd-b49d-4681-b808-98357589ccfd,Great app with a lot of movies to watch. But I am finding it hard to download Netflix on my laptop from play store. I need help pls.,4
219a676b-9615-476a-85f2-16ca9afc7107,"I get so bored of it cause you don't see the movies you've search for, they don't have enough movies and I am not subscribing again, all the interesting movies is not there too bad",1
4378711e-a24e-4427-9593-281bba5516dc,Nice,5
b0257a3b-f817-4253-991e-d411070af225,"So cool of you to delist the original ""World of Goo"" and shill your version, totally consumer friendly!!",1
7b92aa67-ea6e-4355-bb07-665ea0357d86,Nice 🙂,5
29fab0db-5c07-48dd-b664-4d16656d43f2,Love it,3
0e755a53-b5fe-4cda-a974-21c5c6187216,Tuyệt:)),5
8ea75030-17e5-4aaf-a9af-69cdf0a3f958,My favorite movies,5
5f50f9e1-1a27-4e27-b618-ac964c0cb41a,"Proper pond scum. Been stealing money for years by bumping up the subscription price(it was $11). Greedy grubs. The content is rubbish , too busy spending money on maga yachts",1
782ad8fc-99a7-4e94-b22f-83f59973e042,"So Netflix Customer Care is absolutely non existent. Don't both trying to get in touch with developers because no one cares. No one responds, not through here, not through an email or anything similar. Netflix has now logged me out and keeps saying my password is incorrect even though it isn't. Basically I have to create an entire new account and pay again just to start over. I've been having problems since day one and none of them care about any of the issues. Money hungry and negligent.",1
c8e585ed-b589-4659-ba3a-96a49d7f2d75,Grate until I got a new phone and debit card help !!! I tryed to update it's impossible really use to put new account info easily I guess I'll not have Netflix anymore sad 😭,5
6efcc833-aaf6-4c0c-80cb-228f16f66614,This is a very great app,5
55400e93-07c8-4503-a508-9970bfe3d768,I love one piece,1
014283e1-de55-42bf-8ed7-ee8a13a619af,I've been enjoying Netflix until LATELY it's become extremely SLOW and FREEZES up ALOT! PLEASE FIX THIS BECAUSE IT'S VERY ANNOYING!!!!!,3
86153f6b-a8d2-4021-957f-dda04d6341cb,Veey Poor app,1
fae9dd15-0561-436a-a4c4-0015452d64db,Wonderful,5
a0231148-5179-4294-9ea1-ad05f5336930,The new household features are bull$&it,1
46e43bae-9d10-4ec7-8d3b-a224bc862540,Amazing i love watching you are so not invited to my bat mitzvah,5
3a20bc9b-d6d4-4832-b9b1-cecfb7b812d1,"Overpriced for the content provided. Including advertisements on an already subscription based service is ridiculous. Other streaming services provide a better catalogue, without ads, at a similar or better price.",1
ffc01cf2-fa40-4d9d-a7e9-056cc7624332,"WE WहकE Q . Mभभ Y, .. .मग.ज .झ ..एवाआ",2
ea3a6d68-2b35-46ea-9c23-bb5167bd7ad0,"Very, very disappointed. Been a Netflix user since the mail-in days, now unsubscribed and will tell friends and family to do the same. Making every device that uses your streaming service have their own separate account with separate payment is absurd, and defeats the purpose of streaming. Change course Netflix, or see yourself overtaken in the market by competitors.",1
63b4b523-5f4a-4f90-ba6d-9fb0513f8952,It's good!,5
12ce68b2-14a8-4af2-be9c-fbb86c7f74b9,Dont get netflix if you travel or have more than one residence. A nightmare to manage this family plan. Will switch to prime soon,1
9d7ddce1-174d-4bc4-bfe2-7647b089d02f,Very good,5
96f778e0-536e-4329-9539-d9324921a6ac,Good job,5
6a52980d-5f3d-48a3-8e98-547765257b25,Watching movies,5
9b6aff38-da5e-423b-a2a7-eadb89685ded,"Why can't I controlle MY btightness?!?! I go to sleep listening to shows, I don't need to be blinded or use up more battery than I need to",2
e033afce-d9e6-48e3-9b04-7df940ea8745,I've had Netflix but personally it's good except I easily get bored that I couldn't find a lots of LGBTQ stuff,4
74e17ed9-1c61-4443-8539-5c06d83daa22,Goog,5
c88b4871-4d98-466e-8d4e-1f1adb6063dc,It's just the best thing that can happen to you in regards to your life and your relationship with the world.,5
11f31c9d-8dbb-4392-a191-31c4f0a6226a,Better,5
340d9917-9713-4641-b8d4-e10724530fbb,Love netflix,2
2427de76-2244-464d-8077-328d91275647,Excellent,5
bc67235e-d3ef-4a55-a8cc-eff8df71673c,"If I could do negative stars, I would. The quality has gone so far down, and the household thing is just to hurt poor people. Dumb and mean. I used to love Netflix.",1
84246b0c-f8c4-4904-b2bf-55a3c3f6d118,Cool,5
038fe815-8a02-4227-9e6e-4b9d74374a7f,Stock up the app,5
3cf271a0-a256-4ac1-9e05-6d6697ff5146,🤮🤮🤮,1
ca612cbb-3bc2-4de7-bb8e-c938d95458e9,Service Is good,3
ecb7c468-1f38-4f31-a264-9d0fe128e500,It use to be good now it has to many problems do not get,1
44823864-b118-4db4-a1b2-a53f0afae1b3,"Netflix was not used for. 4 months,and you took 2 payments in Sept .I would like to have a refund.",3
e77d8980-973f-4de5-8c05-b8defca2f884,Good,5
888902ba-3775-44bf-b925-b27dba4c1ca6,Would give zero if I could keep raising rates never will use them again bye grifters,1
7ddd34a5-abda-4e45-899e-4426a56eccc5,good,1
774694fe-8df2-4c08-b910-d06d4962172a,Brightness will not go down all the way. Works well but I have crisp eyeballs,3
2a2e338a-4372-4973-b37f-56fed3a0427b,Always the best of all,5
db6b52c4-edfb-479c-9854-2938c35d696c,Stupid company that can't pay royalties to writers and actors but gouges on prices. Not surprised in 2023 to see this happening. Subscription services are bringing back pirating.,1
56f8cb32-6bf6-4460-be3d-36dab0155d87,Their is something on netflix for everyone. Me as well as my entire family enjoy this app and use it everyday. I can't think of a bad thing to say about it.,5
bba8b90f-7eb5-490f-b5f1-3f0843c0e0f3,Just started but it's good.,5
382b2e4a-52a3-44e7-b02a-bb9b29e4bd13,Nice,5
9d04e0e1-0bbf-4aa4-9a2e-ebb90a329994,Love the programming.,5
b78af47a-c42d-4724-bcb5-85b524faa74e,The Best!,4
b2595e79-1910-4821-948a-3476921601b0,Asked for some channels to sto0 ticked them three hours àgo still there please do it now or my cust9m is going else where !!!!!!!!!,1
0c6e0180-1273-450f-b057-b78b7bc1f093,Cancel it,1
3d3e9e37-bf7c-409c-85eb-8f45c5246534,Good,5
0745d918-89b1-41dc-babf-113611c5f3f8,So far my experience has been good. I tend to surf farthing that may catch my interest on any given day.,4
be80fdeb-fea9-42da-a65c-bbca7f29400a,Won't let me open,1
c5943fa0-5f19-4fda-b8b9-7d407bb7cf74,this is so good we need more moves,5
a0c20bf4-ff28-4ddd-8582-1c09f08cc2b8,Great,5
eb8b2bd8-b2a6-4624-90ea-e3d55a746abd,The best movie app ever seen,5
2be4c2ea-ebbc-4fee-b843-bfb8f7bf2d07,"I used to love Netflix. But they raised their prices, and they are getting rid of all the good shows and movies. There are so many glitches. Like they just put the Fast and the Furious movies like 2 months ago, now they are taking them off. They keep all these shows that nobody likes. So why pay 20 bucks for that.In all don't get Netflix. ( get peacock premium, it is better)",1
5cbaeeb5-1571-49f2-b34c-0ae4c5554387,"Team, PIP option does not work on my mobile IQOOZ7 for Netflix, pls help me how to fix it",1
bfdcfc6f-3a49-453b-bc68-c407b2f5cb92,Best app ever,5
c758403b-6803-4b24-8775-bc5bcde2b236,Good,5
a0179e83-f723-4da8-82ba-5b472c7674aa,Just to add extra security they have made new user onboarding experience extremely bad.,1
98f852c5-d8b7-4cb1-a62c-bf72b77f0f1a,no free login,1
07906d16-b41b-43b4-bfba-53e94c350610,It's 😎 cool,5
3d5864d5-af19-42d2-b660-b068b3bbf544,"Ever since Netflix brought out their 'extra members plan', multiple devices keep showing the wrong account. Logging out, deleting apps, helps for a bit, but then bam. Wrong account again. Greedy company, terrible tech.",1
57b8aec8-3e09-46a7-b6cd-dd7c3f7058fb,Netflix is the best app!😀,5
c9439bbc-1b3f-4e1d-924d-105a0b19726e,Lovely and cool,5
40eb65ab-a0a5-4cb8-944e-3ae735289252,An amazing app I most say,5
acb99543-9fb9-477f-a2b8-9145e9293dc6,Opitalistic groovy,5
8481d948-05c5-4493-b9b3-37c6db6ce28f,Garbage service now. My grandfather lives in a home and had been using my Netflix to watch shows he liked but with there new rules he can't now. Glad to know Netflix hates their customers.,1
31bf318e-aba1-478e-9396-d15715cb95f0,Great,4
9390b5b5-efe8-4b95-bc25-24215f662899,"I just add my card on Netflix and I go charge twice without while my Netflix account didn't work, please refund my money",1
1398d1b6-db8c-4dab-9268-b5abeea4ae13,"Honestly I'm very satisfied with the app , I am just unsatisfied with one thing and that is for me I love watching anime and recently I started watching bleach as of now I have seen all the episodes available in Netflix but after that i cannot watch another anime leaving previous in half watching. Can you please upload or update the bleach anime with all of the episodes. Hate to tell you but already watched all the best animes can you please upload the bleach episodes.",5
3ccd05ec-6ee1-4f1d-8729-a101786207a3,"I can't give 0 stars, but it's not letting me get in the account as it always did",1
e8ab75e0-e2c0-487d-b18c-fa650c9a356c,"I already done my payment for submission but it's again show pay pay pay , it's make as fool and we want pay may be twice to see this in month",1
873e75f4-71b5-4a5f-8745-144baab270ce,Choices lots of Choices,5
a465ef64-d9d0-498d-a375-7e7c1729bf9f,App not allowing to watch anything. Pathetic,1
13b95a40-a5e4-476d-8ef1-5cfd033ddf11,Awesome,5
d92528bc-eac6-4224-9102-fe245d83dd62,Best app for ent,5
497a3a9e-9ed2-4d16-8ddd-a00fa7bbb20d,Great and amazing,5
9ee22e8e-8c45-43f9-b352-32e3821e7116,Good,5
4ce02ea8-5a11-42a7-850f-5724357e092b,I used to be part of the free plan I accidentally signed out due to some technical issues and I ended up losing my privilege as part of the Netflix free plan please fix this.,2
6452ae0c-41ef-4e57-967e-48bf19adfb76,I hate this app,1
f86d9c10-5160-40d8-ab33-0331629be09d,It works perfectly. 😍😍😍😍,4
b54047cd-eb37-401c-adbb-bbc3e54983b9,Good,5
e612fccc-362f-4bd1-8982-f4a6419406e3,I love it I get to watch my. Fav show called the flash it's a great app,5
ec2a6fa5-f9da-4d2b-9624-c0d01e1d6e6a,I like netflix because of all the netflix origanal shiws and movies.,4
067aea1f-629f-4b4e-be6a-b4f5f7083f91,"BAKVAAS , waste of data and time",1
ffedeb7b-7f3b-4135-8a55-c6da02bfdf3d,Stop password crackdowns! Some people live further from their families. The brightness slider is also broken.,1
97f28cf5-35b7-411e-b308-63d69756d7d4,XOXO Mil The You,5
dac85153-ff76-4e13-9dd5-860831a7bcfd,Great program Tavares,5
4ffb9163-7bf7-4cc8-8a1c-ccec0265d30a,Very good,5
20e4cdb9-2ffe-4f08-b90d-65f6800a7b54,No new shows same old same old. Nothing interesting 😔,1
f04ccfbb-25b9-44c2-b933-e35f42ee929f,I had a good experience,5
0e86b94b-04c5-4646-af30-df80e0f81ff3,Very bad,1
13fe9c18-6d9e-43af-a19e-b3077ec004d3,The best experience I've ever had,5
9634e05b-b248-4e01-94f5-21aab723bde6,I love it so much 🥺❤,5
434b0ea5-f40f-4c56-8d28-1c77c54c7b84,Nice movies and series however after the update it just lags and sometimes even shuts itself off,2
fcffcf45-bfb0-489e-a4e1-6e57706aea52,"I've been putting up with alot of things in life, and even Netflix! But if you want to raise prices again, I might as well go back to redbox!",5
4c06294f-6a40-4230-a4f9-60861128f4cc,Raised the price again . I am done.,1
f58466a2-7e03-4d52-8852-79af6d8df8d6,S s I it dusus,1
fe7226ab-9b50-406e-b7be-5875783635ee,Exceptionally awesome,5
ad10d921-822d-4e97-a1ef-7ee5df370ace,Yeah okay,5
aa80cf53-3578-477e-80ab-a63abc58a48d,The best,5
af2fa696-e370-4d56-b906-eb2bfcf154d3,Nice app,5
e1869cff-75eb-4d9b-a25c-bf8d612c8f81,"You refused to open my account for Netflix to watch for free ,bye",5
